gCSD16_DEN_1	aac(3)-XI	0
gCSD16_DEN_1	aac(6')	0
gCSD16_DEN_1	aac(6')-I	0
gCSD16_DEN_1	aac(6')-Ib	0
gCSD16_DEN_1	aac(6')-If	0
gCSD16_DEN_1	aadA1	0
gCSD16_DEN_1	aadA2	1
gCSD16_DEN_1	aadA27	0
gCSD16_DEN_1	aadA5	0
gCSD16_DEN_1	aadD1	0
gCSD16_DEN_1	aadS	0
gCSD16_DEN_1	ant(2'')-Ia	0
gCSD16_DEN_1	ant(3'')-IIa	0
gCSD16_DEN_1	ant(3'')-IIb	0
gCSD16_DEN_1	aph(3'')-Ib	0
gCSD16_DEN_1	aph(3')-IIIa	0
gCSD16_DEN_1	aph(3')-IIb	0
gCSD16_DEN_1	aph(3')-Ia	0
gCSD16_DEN_1	aph(3')-VI	0
gCSD16_DEN_1	aph(6)	0
gCSD16_DEN_1	aph(6)-Id	0
gCSD16_DEN_1	bcrB	0
gCSD16_DEN_1	bcrC	0
gCSD16_DEN_1	blaACT	0
gCSD16_DEN_1	blaACT-1	0
gCSD16_DEN_1	blaADC	0
gCSD16_DEN_1	blaADC-130	0
gCSD16_DEN_1	blaADC-245	0
gCSD16_DEN_1	blaBJP	0
gCSD16_DEN_1	blaCARB-16	0
gCSD16_DEN_1	blaCARB-50	0
gCSD16_DEN_1	blaI	1
gCSD16_DEN_1	blaIND	0
gCSD16_DEN_1	blaL1	0
gCSD16_DEN_1	blaL2	0
gCSD16_DEN_1	blaLUT	0
gCSD16_DEN_1	blaMOX	0
gCSD16_DEN_1	blaOXA	2
gCSD16_DEN_1	blaOXA-1091	0
gCSD16_DEN_1	blaOXA-23	0
gCSD16_DEN_1	blaOXA-278	0
gCSD16_DEN_1	blaOXA-48	0
gCSD16_DEN_1	blaOXA-486	0
gCSD16_DEN_1	blaOXA-506	0
gCSD16_DEN_1	blaOXA-51	0
gCSD16_DEN_1	blaOXA-64	0
gCSD16_DEN_1	blaOXA-65	0
gCSD16_DEN_1	blaOXA-652	0
gCSD16_DEN_1	blaOXA-818	0
gCSD16_DEN_1	blaOXA-967	0
gCSD16_DEN_1	blaPDC-3	0
gCSD16_DEN_1	blaPRC	0
gCSD16_DEN_1	blaPST	0
gCSD16_DEN_1	blaR1	0
gCSD16_DEN_1	blaRTG	0
gCSD16_DEN_1	blaZ	0
gCSD16_DEN_1	bleO	0
gCSD16_DEN_1	cat-TC	0
gCSD16_DEN_1	catA	0
gCSD16_DEN_1	catA16	0
gCSD16_DEN_1	catB7	0
gCSD16_DEN_1	cfiA	0
gCSD16_DEN_1	cfxA	0
gCSD16_DEN_1	cfxA3	0
gCSD16_DEN_1	cfxA4	0
gCSD16_DEN_1	cmx	0
gCSD16_DEN_1	cphA1	0
gCSD16_DEN_1	crpP	0
gCSD16_DEN_1	dfrA1	0
gCSD16_DEN_1	dfrA15	0
gCSD16_DEN_1	dfrA16	0
gCSD16_DEN_1	dfrA22	0
gCSD16_DEN_1	dfrA3	0
gCSD16_DEN_1	dfrA40	0
gCSD16_DEN_1	dfrA41	0
gCSD16_DEN_1	dfrA44	1
gCSD16_DEN_1	dfrF	0
gCSD16_DEN_1	dfrG	0
gCSD16_DEN_1	erm(36)	0
gCSD16_DEN_1	erm(51)	0
gCSD16_DEN_1	erm(A)	0
gCSD16_DEN_1	erm(B)	0
gCSD16_DEN_1	erm(C)	0
gCSD16_DEN_1	erm(F)	0
gCSD16_DEN_1	erm(X)	1
gCSD16_DEN_1	erm(Y)	0
gCSD16_DEN_1	floR	0
gCSD16_DEN_1	fosA	0
gCSD16_DEN_1	fosA8	0
gCSD16_DEN_1	fosB	0
gCSD16_DEN_1	fosB6	0
gCSD16_DEN_1	fosD	0
gCSD16_DEN_1	fosF	0
gCSD16_DEN_1	fusB	0
gCSD16_DEN_1	lnu(A)	0
gCSD16_DEN_1	lnu(AN2)	0
gCSD16_DEN_1	lnu(C)	0
gCSD16_DEN_1	mcr-10.1	0
gCSD16_DEN_1	mcr-3.42	0
gCSD16_DEN_1	mecA	0
gCSD16_DEN_1	mecI	0
gCSD16_DEN_1	mecR1	0
gCSD16_DEN_1	mef(A)	0
gCSD16_DEN_1	mph(C)	0
gCSD16_DEN_1	mph(E)	0
gCSD16_DEN_1	mphK	0
gCSD16_DEN_1	msr(A)	0
gCSD16_DEN_1	msr(D)	0
gCSD16_DEN_1	msr(E)	0
gCSD16_DEN_1	mupA	0
gCSD16_DEN_1	oqxA	0
gCSD16_DEN_1	oqxB	0
gCSD16_DEN_1	qac	10
gCSD16_DEN_1	qacA	0
gCSD16_DEN_1	qacB	0
gCSD16_DEN_1	qacC	6
gCSD16_DEN_1	qacE	1
gCSD16_DEN_1	qacEdelta1	0
gCSD16_DEN_1	qacF	0
gCSD16_DEN_1	qacG	1
gCSD16_DEN_1	qacG2	0
gCSD16_DEN_1	qacH	0
gCSD16_DEN_1	qacJ	0
gCSD16_DEN_1	qacL	2
gCSD16_DEN_1	qacZ	0
gCSD16_DEN_1	sat4	1
gCSD16_DEN_1	str	1
gCSD16_DEN_1	sul1	1
gCSD16_DEN_1	sul2	0
gCSD16_DEN_1	tet(32)	0
gCSD16_DEN_1	tet(37)	0
gCSD16_DEN_1	tet(39)	0
gCSD16_DEN_1	tet(H)	0
gCSD16_DEN_1	tet(K)	0
gCSD16_DEN_1	tet(M)	0
gCSD16_DEN_1	tet(Q)	0
gCSD16_DEN_1	tetA	0
gCSD16_DEN_1	vanR-O	0
gCSD16_DEN_1	vanXY-C	0
gCSD16_DEN_1	vga(A)	0
gCSD16_DEN_1	vga(A)-LC	0
gCSD16_DEN_1	vga(E)	0
gCSD16_DEN_10	aac(3)-XI	0
gCSD16_DEN_10	aac(6')	0
gCSD16_DEN_10	aac(6')-I	0
gCSD16_DEN_10	aac(6')-Ib	0
gCSD16_DEN_10	aac(6')-If	0
gCSD16_DEN_10	aadA1	0
gCSD16_DEN_10	aadA2	0
gCSD16_DEN_10	aadA27	0
gCSD16_DEN_10	aadA5	0
gCSD16_DEN_10	aadD1	0
gCSD16_DEN_10	aadS	0
gCSD16_DEN_10	ant(2'')-Ia	0
gCSD16_DEN_10	ant(3'')-IIa	0
gCSD16_DEN_10	ant(3'')-IIb	0
gCSD16_DEN_10	aph(3'')-Ib	0
gCSD16_DEN_10	aph(3')-IIIa	0
gCSD16_DEN_10	aph(3')-IIb	0
gCSD16_DEN_10	aph(3')-Ia	0
gCSD16_DEN_10	aph(3')-VI	0
gCSD16_DEN_10	aph(6)	0
gCSD16_DEN_10	aph(6)-Id	0
gCSD16_DEN_10	bcrB	0
gCSD16_DEN_10	bcrC	0
gCSD16_DEN_10	blaACT	0
gCSD16_DEN_10	blaACT-1	0
gCSD16_DEN_10	blaADC	0
gCSD16_DEN_10	blaADC-130	0
gCSD16_DEN_10	blaADC-245	0
gCSD16_DEN_10	blaBJP	0
gCSD16_DEN_10	blaCARB-16	0
gCSD16_DEN_10	blaCARB-50	0
gCSD16_DEN_10	blaI	0
gCSD16_DEN_10	blaIND	0
gCSD16_DEN_10	blaL1	0
gCSD16_DEN_10	blaL2	0
gCSD16_DEN_10	blaLUT	0
gCSD16_DEN_10	blaMOX	0
gCSD16_DEN_10	blaOXA	0
gCSD16_DEN_10	blaOXA-1091	0
gCSD16_DEN_10	blaOXA-23	0
gCSD16_DEN_10	blaOXA-278	0
gCSD16_DEN_10	blaOXA-48	0
gCSD16_DEN_10	blaOXA-486	0
gCSD16_DEN_10	blaOXA-506	0
gCSD16_DEN_10	blaOXA-51	0
gCSD16_DEN_10	blaOXA-64	0
gCSD16_DEN_10	blaOXA-65	0
gCSD16_DEN_10	blaOXA-652	0
gCSD16_DEN_10	blaOXA-818	0
gCSD16_DEN_10	blaOXA-967	0
gCSD16_DEN_10	blaPDC-3	0
gCSD16_DEN_10	blaPRC	0
gCSD16_DEN_10	blaPST	0
gCSD16_DEN_10	blaR1	0
gCSD16_DEN_10	blaRTG	0
gCSD16_DEN_10	blaZ	0
gCSD16_DEN_10	bleO	0
gCSD16_DEN_10	cat-TC	0
gCSD16_DEN_10	catA	0
gCSD16_DEN_10	catA16	0
gCSD16_DEN_10	catB7	0
gCSD16_DEN_10	cfiA	0
gCSD16_DEN_10	cfxA	0
gCSD16_DEN_10	cfxA3	0
gCSD16_DEN_10	cfxA4	0
gCSD16_DEN_10	cmx	0
gCSD16_DEN_10	cphA1	0
gCSD16_DEN_10	crpP	0
gCSD16_DEN_10	dfrA1	0
gCSD16_DEN_10	dfrA15	0
gCSD16_DEN_10	dfrA16	0
gCSD16_DEN_10	dfrA22	0
gCSD16_DEN_10	dfrA3	0
gCSD16_DEN_10	dfrA40	0
gCSD16_DEN_10	dfrA41	0
gCSD16_DEN_10	dfrA44	0
gCSD16_DEN_10	dfrF	0
gCSD16_DEN_10	dfrG	0
gCSD16_DEN_10	erm(36)	0
gCSD16_DEN_10	erm(51)	0
gCSD16_DEN_10	erm(A)	0
gCSD16_DEN_10	erm(B)	0
gCSD16_DEN_10	erm(C)	0
gCSD16_DEN_10	erm(F)	0
gCSD16_DEN_10	erm(X)	0
gCSD16_DEN_10	erm(Y)	0
gCSD16_DEN_10	floR	0
gCSD16_DEN_10	fosA	0
gCSD16_DEN_10	fosA8	0
gCSD16_DEN_10	fosB	0
gCSD16_DEN_10	fosB6	0
gCSD16_DEN_10	fosD	0
gCSD16_DEN_10	fosF	0
gCSD16_DEN_10	fusB	0
